                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     65,                0.98617,                0.76058,                 1.0574,                 0.8405,                 0.8406,                0.86878,                0.54429,                 1.2887,                 0.8839,                 1.3485,             0.00047038,             0.00047038,             0.00047038
                     66,                 1.0096,                0.74917,                 1.0613,                0.85882,                0.85117,                0.88423,                0.56749,                 1.2973,                0.82274,                 1.3774,               0.000458,               0.000458,               0.000458
                     67,                0.99111,                0.73115,                 1.0541,                0.82478,                0.86472,                0.86596,                0.54134,                 1.3391,                0.81335,                 1.3887,             0.00044563,             0.00044563,             0.00044563
                     68,                 1.0231,                0.75244,                 1.0708,                0.85006,                0.85678,                0.86398,                0.54103,                 1.3672,                0.81166,                 1.4216,             0.00043325,             0.00043325,             0.00043325
                     69,                0.96156,                0.70557,                 1.0502,                0.88071,                 0.8808,                0.88357,                0.56319,                 1.2805,                0.78906,                 1.3906,             0.00042087,             0.00042087,             0.00042087
                     70,                0.96075,                  0.707,                 1.0439,                0.88266,                0.88474,                0.89259,                 0.5571,                  1.282,                0.78552,                 1.3762,              0.0004085,              0.0004085,              0.0004085
                     71,                 0.9372,                0.68009,                 1.0424,                0.85263,                0.88555,                0.90098,                 0.5546,                 1.2767,                0.81182,                 1.3971,             0.00039613,             0.00039613,             0.00039613
                     72,                0.91118,                0.64574,                 1.0464,                0.88291,                0.86585,                0.90047,                0.55358,                 1.2887,                0.76651,                 1.3916,             0.00038375,             0.00038375,             0.00038375
                     73,                0.93922,                0.68356,                 1.0337,                0.82935,                0.87644,                 0.8865,                0.53549,                 1.3322,                0.84764,                 1.4173,             0.00037138,             0.00037138,             0.00037138
                     74,                0.96132,                0.67454,                 1.0403,                0.85996,                0.87093,                0.88597,                0.53135,                 1.3352,                 0.8295,                  1.421,               0.000359,               0.000359,               0.000359
                     75,                0.89923,                0.65101,                 1.0351,                0.90517,                0.84179,                 0.8762,                0.52853,                 1.3313,                0.84471,                 1.4262,             0.00034663,             0.00034663,             0.00034663
                     76,                0.93261,                0.67559,                 1.0349,                0.90531,                0.85496,                 0.8953,                0.53822,                 1.3129,                0.82308,                 1.4313,             0.00033425,             0.00033425,             0.00033425
                     77,                0.89306,                0.61962,                 1.0116,                0.88327,                0.89442,                0.91059,                0.56538,                 1.2818,                0.75274,                 1.4277,             0.00032188,             0.00032188,             0.00032188
                     78,                0.88492,                 0.6073,                 1.0163,                0.88973,                 0.8651,                0.91005,                0.57046,                 1.2837,                0.75722,                 1.4002,              0.0003095,              0.0003095,              0.0003095
                     79,                0.87257,                0.62031,                 1.0224,                0.88937,                0.86258,                0.90447,                0.56239,                 1.2982,                0.77868,                 1.4025,             0.00029713,             0.00029713,             0.00029713
                     80,                0.87488,                0.62959,                 1.0141,                0.88382,                0.86674,                0.89156,                0.55198,                 1.3013,                0.78815,                 1.3914,             0.00028475,             0.00028475,             0.00028475
                     81,                0.86619,                0.62414,                 1.0082,                0.91568,                0.85283,                 0.8946,                0.56574,                 1.3093,                0.78271,                 1.4089,             0.00027237,             0.00027237,             0.00027237
                     82,                0.87612,                0.61788,                0.99842,                0.91175,                 0.8715,                0.89511,                0.55766,                 1.3216,                0.75887,                 1.4318,                0.00026,                0.00026,                0.00026
                     83,                0.85988,                0.63458,                 1.0057,                0.90834,                0.86558,                0.88979,                 0.5533,                 1.2926,                0.78776,                 1.4253,             0.00024762,             0.00024762,             0.00024762
                     84,                0.86125,                0.63048,                 1.0028,                0.88316,                0.85903,                0.89547,                0.56477,                 1.2971,                0.81645,                 1.4259,             0.00023525,             0.00023525,             0.00023525
                     85,                0.85163,                0.59029,                 1.0055,                0.84268,                0.89101,                0.89228,                0.55479,                 1.3046,                0.80543,                 1.4339,             0.00022288,             0.00022288,             0.00022288
                     86,                0.84344,                0.59275,                 1.0034,                 0.8658,                0.88729,                0.89117,                0.55779,                 1.3303,                0.82893,                 1.4352,              0.0002105,              0.0002105,              0.0002105
                     87,                0.86929,                0.59994,                 1.0095,                 0.8588,                0.87394,                0.87513,                0.55912,                 1.3332,                0.80904,                 1.4228,             0.00019813,             0.00019813,             0.00019813
                     88,                0.82145,                0.58767,                0.99146,                0.87908,                0.87203,                 0.8934,                0.57516,                 1.2941,                0.75884,                 1.3998,             0.00018575,             0.00018575,             0.00018575
                     89,                0.83965,                0.57564,                0.98949,                0.86316,                0.87084,                0.89393,                0.57656,                 1.3029,                0.77107,                 1.3962,             0.00017338,             0.00017338,             0.00017338
                     90,                0.79291,                  0.567,                0.97724,                0.85881,                0.87551,                0.90158,                0.57414,                 1.2919,                0.76943,                 1.3943,               0.000161,               0.000161,               0.000161
                     91,                 0.7452,                0.47914,                 1.0001,                0.88467,                0.86617,                0.90141,                0.56703,                 1.3007,                0.76774,                  1.399,             0.00014862,             0.00014862,             0.00014862
                     92,                0.70757,                0.45945,                0.96694,                0.88608,                0.87922,                0.90257,                0.55398,                 1.3189,                 0.7805,                 1.4057,             0.00013625,             0.00013625,             0.00013625
                     93,                0.69753,                0.44916,                 0.9783,                0.86582,                0.89314,                0.89926,                0.55958,                 1.3216,                0.77437,                 1.4136,             0.00012387,             0.00012387,             0.00012387
                     94,                0.67855,                0.43968,                0.95906,                0.88465,                0.86796,                0.90022,                0.55864,                 1.3212,                0.76251,                 1.4187,              0.0001115,              0.0001115,              0.0001115
                     95,                0.67167,                0.43424,                0.97631,                0.87456,                0.86566,                 0.8989,                0.55214,                 1.2999,                0.77007,                 1.4164,             9.9125e-05,             9.9125e-05,             9.9125e-05
                     96,                0.66206,                0.43326,                0.95805,                0.86067,                0.86463,                0.89137,                0.55367,                 1.2844,                0.78678,                 1.4212,              8.675e-05,              8.675e-05,              8.675e-05
                     97,                0.64527,                0.43203,                0.94125,                0.87013,                0.88454,                0.90114,                0.55647,                 1.2892,                0.78691,                  1.427,             7.4375e-05,             7.4375e-05,             7.4375e-05
                     98,                0.65064,                   0.43,                0.95644,                0.85926,                0.88156,                0.90395,                0.56135,                 1.2928,                 0.7766,                  1.437,                6.2e-05,                6.2e-05,                6.2e-05
                     99,                0.64706,                0.42286,                0.96948,                0.85508,                0.87831,                0.90376,                0.56364,                 1.2832,                0.77033,                 1.4376,             4.9625e-05,             4.9625e-05,             4.9625e-05
                    100,                0.62849,                0.42328,                 0.9522,                0.85513,                0.85782,                0.90035,                0.56659,                 1.2872,                0.75851,                 1.4422,              3.725e-05,              3.725e-05,              3.725e-05
