                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     23,                 1.4346,                0.94004,                 1.1265,                0.93173,                0.68745,                 0.7809,                0.38961,                 2.0088,                0.97001,                 1.3343,             0.00081688,             0.00081688,             0.00081688
                     24,                 1.4637,                0.96012,                 1.0951,                0.72354,                0.73813,                 0.7167,                0.36783,                 2.1581,                0.89901,                 1.4155,             0.00079625,             0.00079625,             0.00079625
                     25,                  1.369,                 0.9484,                 1.0504,                0.75837,                 0.7575,                 0.7656,                0.41808,                 1.9408,                0.85986,                 1.4554,             0.00077563,             0.00077563,             0.00077563
                     26,                 1.4578,                0.90445,                 1.1163,                 0.8728,                0.55352,                 0.7211,                0.38978,                  1.638,                0.94269,                 1.3489,               0.000755,               0.000755,               0.000755
                     27,                 1.2997,                0.87707,                 1.0527,                0.75149,                  0.702,                0.73087,                0.40481,                 1.6708,                0.89512,                 1.4693,             0.00073437,             0.00073437,             0.00073437
                     28,                 1.3192,                0.92806,                 1.0699,                0.75256,                0.61083,                0.69765,                0.35583,                 1.8283,                0.87889,                 1.4385,             0.00071375,             0.00071375,             0.00071375
                     29,                 1.3181,                0.87352,                 1.0229,                0.89969,                0.69647,                0.73683,                0.39438,                 1.8225,                0.87876,                 1.5109,             0.00069313,             0.00069313,             0.00069313
                     30,                 1.2747,                0.86611,                 1.0265,                0.84241,                0.72121,                0.75627,                0.38316,                 1.7804,                0.79443,                 1.3567,              0.0006725,              0.0006725,              0.0006725
                     31,                 1.2801,                0.81588,                  1.024,                0.85104,                0.72582,                0.75511,                 0.3909,                 1.7269,                0.84911,                 1.2563,             0.00065188,             0.00065188,             0.00065188
                     32,                 1.3312,                0.86423,                 1.0187,                0.88223,                0.69838,                0.74454,                0.37541,                   1.84,                 0.8346,                  1.294,             0.00063125,             0.00063125,             0.00063125
                     33,                 1.2286,                0.80941,                 1.0362,                0.81018,                0.69324,                0.73152,                0.39063,                 1.5016,                0.84698,                 1.1642,             0.00061062,             0.00061062,             0.00061062
                     34,                  1.255,                0.79128,                 1.0302,                0.94479,                0.74102,                0.82839,                0.40578,                 1.7639,                 0.8433,                 1.2526,                0.00059,                0.00059,                0.00059
                     35,                 1.2541,                0.82077,                 1.0126,                0.93616,                0.74925,                0.81911,                 0.4475,                 1.6919,                0.80809,                 1.2885,             0.00056938,             0.00056938,             0.00056938
                     36,                 1.1987,                0.84072,                  1.028,                0.86595,                0.67471,                0.80905,                0.41666,                 1.5879,                 0.8162,                 1.3007,             0.00054875,             0.00054875,             0.00054875
                     37,                 1.1644,                0.76079,                 1.0092,                0.77273,                 0.7697,                0.76281,                0.39225,                   1.62,                0.83671,                 1.2974,             0.00052812,             0.00052812,             0.00052812
                     38,                 1.2031,                0.79999,                 1.0021,                0.80065,                0.75256,                0.77217,                0.39739,                 1.6691,                0.76084,                 1.4094,              0.0005075,              0.0005075,              0.0005075
                     39,                  1.134,                0.74315,                0.99305,                0.83608,                 0.7202,                0.78552,                 0.4228,                 1.6151,                 0.7474,                 1.4105,             0.00048687,             0.00048687,             0.00048687
                     40,                 1.2089,                0.75562,                 1.0154,                0.94322,                0.66938,                0.77211,                 0.4186,                 1.7238,                0.78426,                 1.3362,             0.00046625,             0.00046625,             0.00046625
                     41,                 1.2063,                0.76616,                0.98669,                0.91183,                0.77418,                 0.8017,                0.42435,                 1.5619,                 0.7541,                 1.2386,             0.00044563,             0.00044563,             0.00044563
                     42,                 1.1631,                 0.7601,                0.99498,                0.92971,                0.77444,                0.79979,                0.41783,                 1.7257,                0.81194,                 1.2449,               0.000425,               0.000425,               0.000425
                     43,                 1.1904,                0.73123,                 1.0036,                0.82934,                0.70425,                0.77599,                0.40919,                 1.8623,                0.82303,                 1.2517,             0.00040438,             0.00040438,             0.00040438
                     44,                 1.1358,                0.67416,                0.96718,                0.81972,                0.69915,                0.75718,                0.41691,                 1.8083,                0.70897,                 1.1986,             0.00038375,             0.00038375,             0.00038375
                     45,                 1.1251,                 0.6603,                0.96433,                0.89295,                 0.6798,                0.74987,                0.41426,                 1.6685,                0.70442,                 1.2026,             0.00036313,             0.00036313,             0.00036313
                     46,                 1.1074,                0.68773,                0.96057,                0.87234,                0.71076,                0.75848,                0.42644,                 1.7083,                0.66355,                 1.1985,              0.0003425,              0.0003425,              0.0003425
                     47,                 1.0941,                0.65918,                0.95931,                0.87859,                0.72628,                0.79236,                0.43535,                  1.656,                0.63629,                 1.1742,             0.00032188,             0.00032188,             0.00032188
                     48,                 1.0698,                0.65039,                0.98768,                0.89939,                0.69035,                0.78964,                0.43564,                 1.7907,                0.67084,                 1.2203,             0.00030125,             0.00030125,             0.00030125
                     49,                 1.0764,                0.64567,                0.97461,                0.76434,                0.75074,                 0.7851,                0.42007,                 1.8827,                0.71264,                 1.3144,             0.00028063,             0.00028063,             0.00028063
                     50,                  1.064,                0.64406,                0.97187,                0.78145,                0.71027,                0.76217,                0.41491,                 1.8587,                0.79511,                 1.3286,                0.00026,                0.00026,                0.00026
                     51,                 1.0951,                0.69576,                0.96763,                0.84479,                0.63838,                0.74205,                0.37894,                 1.9862,                0.85953,                 1.3843,             0.00023938,             0.00023938,             0.00023938
                     52,                 1.1844,                0.67082,                0.99815,                0.90132,                0.63664,                0.75323,                0.39585,                 1.8499,                0.80698,                 1.4064,             0.00021875,             0.00021875,             0.00021875
                     53,                  1.051,                0.63776,                0.97636,                0.92318,                0.65291,                0.75741,                0.40553,                 1.7593,                0.75554,                 1.3636,             0.00019813,             0.00019813,             0.00019813
                     54,                 1.0628,                0.64288,                0.97248,                0.87911,                0.67399,                0.75435,                0.38993,                 1.9176,                0.72179,                 1.3767,              0.0001775,              0.0001775,              0.0001775
                     55,                 1.0866,                0.66929,                0.95693,                0.88343,                0.67587,                0.75194,                0.38218,                   1.95,                0.73511,                 1.3527,             0.00015688,             0.00015688,             0.00015688
                     56,                 1.0032,                0.63139,                0.97965,                0.89933,                0.65099,                0.73922,                0.40292,                 1.7855,                0.69507,                 1.2794,             0.00013625,             0.00013625,             0.00013625
                     57,                 1.0166,                0.61813,                0.95019,                0.89349,                0.65515,                 0.7434,                0.40969,                 1.7203,                0.69925,                 1.2551,             0.00011563,             0.00011563,             0.00011563
                     58,                 1.0327,                0.59527,                0.94745,                0.84062,                0.64762,                0.74117,                0.40233,                 1.7527,                0.73397,                 1.2653,                9.5e-05,                9.5e-05,                9.5e-05
                     59,                 1.0177,                0.63077,                0.94636,                0.76297,                 0.6919,                0.73678,                0.39086,                 1.7797,                0.75054,                 1.2609,             7.4375e-05,             7.4375e-05,             7.4375e-05
                     60,                0.97894,                0.60001,                0.92635,                0.77425,                0.71313,                0.74138,                0.39412,                 1.7622,                0.72393,                 1.2384,              5.375e-05,              5.375e-05,              5.375e-05
