                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     37,                 1.1514,                0.89127,                 1.1248,                0.86729,                0.82265,                0.85404,                0.52795,                  1.299,                0.94294,                 1.4257,             0.00052812,             0.00052812,             0.00052812
                     38,                 1.1817,                 0.8978,                  1.139,                0.81715,                0.82114,                0.85478,                0.51273,                 1.3191,                0.93438,                 1.4135,              0.0005075,              0.0005075,              0.0005075
                     39,                 1.1309,                0.90312,                 1.1265,                 0.8632,                 0.8281,                0.88768,                0.55515,                 1.2809,                0.91441,                 1.3698,             0.00048687,             0.00048687,             0.00048687
                     40,                 1.2075,                0.89846,                 1.1323,                0.83471,                 0.7831,                0.86654,                0.53949,                 1.2815,                0.96219,                 1.3627,             0.00046625,             0.00046625,             0.00046625
                     41,                 1.1575,                0.87314,                 1.1333,                0.85541,                0.80155,                0.86197,                0.53036,                 1.3269,                0.96021,                 1.3835,             0.00044563,             0.00044563,             0.00044563
                     42,                 1.1236,                0.87805,                 1.1215,                0.80113,                0.81094,                0.83531,                0.50292,                 1.3384,                0.99778,                 1.4111,               0.000425,               0.000425,               0.000425
                     43,                  1.079,                0.83493,                 1.0962,                0.87762,                0.74294,                0.85826,                0.52155,                 1.2991,                0.95101,                 1.3964,             0.00040438,             0.00040438,             0.00040438
                     44,                 1.0638,                0.79613,                 1.0893,                0.85642,                0.80575,                0.87127,                0.52549,                  1.366,                0.93939,                 1.4204,             0.00038375,             0.00038375,             0.00038375
                     45,                 1.0443,                0.79587,                 1.0885,                0.88923,                0.82626,                 0.8767,                0.53346,                 1.3848,                0.90622,                 1.4401,             0.00036313,             0.00036313,             0.00036313
                     46,                 1.0532,                 0.7965,                 1.0973,                 0.8366,                0.84614,                 0.8588,                0.52256,                 1.3473,                0.92665,                 1.4182,              0.0003425,              0.0003425,              0.0003425
                     47,                  1.048,                0.80016,                 1.0798,                0.90328,                0.77539,                0.85408,                0.53869,                 1.3001,                0.93422,                  1.403,             0.00032188,             0.00032188,             0.00032188
                     48,                 1.0433,                0.78527,                 1.0879,                0.89519,                0.80039,                0.84469,                0.54022,                 1.2955,                0.95924,                 1.3893,             0.00030125,             0.00030125,             0.00030125
                     49,                 1.0295,                0.75522,                 1.0766,                 0.8503,                0.83094,                0.84398,                 0.5389,                 1.3076,                0.93388,                 1.3773,             0.00028063,             0.00028063,             0.00028063
                     50,                 1.0081,                0.72822,                 1.0709,                0.87654,                0.84884,                0.85856,                0.54774,                 1.2652,                0.88525,                 1.3783,                0.00026,                0.00026,                0.00026
                     51,                0.91659,                0.66014,                  1.086,                0.89131,                0.81518,                0.85851,                0.54526,                 1.2751,                0.87324,                 1.4099,             0.00023938,             0.00023938,             0.00023938
                     52,                0.90939,                0.63506,                  1.066,                0.87731,                0.81101,                0.84212,                0.53476,                 1.2803,                0.94266,                 1.4203,             0.00021875,             0.00021875,             0.00021875
                     53,                0.88884,                0.60808,                 1.0573,                0.88394,                 0.8208,                0.84884,                0.53611,                 1.3084,                0.90136,                  1.442,             0.00019813,             0.00019813,             0.00019813
                     54,                0.86419,                0.58584,                 1.0405,                 0.8831,                0.84536,                0.86574,                0.52862,                 1.3455,                0.88028,                 1.4504,              0.0001775,              0.0001775,              0.0001775
                     55,                0.86781,                0.59617,                 1.0501,                0.86819,                0.83472,                0.86653,                0.53646,                 1.3329,                0.87325,                 1.4275,             0.00015688,             0.00015688,             0.00015688
                     56,                0.85544,                0.58905,                 1.0438,                0.85209,                0.85211,                0.87507,                0.54075,                 1.2887,                0.85512,                   1.39,             0.00013625,             0.00013625,             0.00013625
                     57,                0.82293,                0.56606,                 1.0296,                 0.8306,                0.84579,                0.86979,                0.53988,                 1.2952,                0.87061,                 1.4043,             0.00011563,             0.00011563,             0.00011563
                     58,                0.82946,                0.56533,                 1.0331,                0.85345,                0.87243,                0.88362,                0.55612,                 1.2434,                0.87287,                 1.3761,                9.5e-05,                9.5e-05,                9.5e-05
                     59,                0.81278,                0.56055,                 1.0307,                0.88301,                0.84569,                0.88661,                0.56817,                 1.2363,                 0.8548,                 1.3697,             7.4375e-05,             7.4375e-05,             7.4375e-05
                     60,                0.83077,                0.52458,                 1.0323,                0.87929,                0.85554,                 0.8839,                0.57296,                 1.2317,                0.82501,                 1.3728,              5.375e-05,              5.375e-05,              5.375e-05
