                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     18,                 1.3834,                 1.0751,                 1.2545,                 0.7409,                 0.5909,                0.66409,                0.36762,                  1.581,                 1.5549,                 1.5196,               0.001052,               0.001052,               0.001052
                     19,                  1.384,                 1.0068,                 1.2088,                0.78435,                0.53949,                0.58913,                0.31911,                 1.7184,                 1.7876,                 1.5521,              0.0010396,              0.0010396,              0.0010396
                     20,                  1.368,                  1.006,                 1.2106,                0.76353,                0.59509,                0.62616,                0.33746,                 1.6316,                 1.4707,                 1.5554,              0.0010273,              0.0010273,              0.0010273
                     21,                 1.3535,                0.99981,                 1.2564,                0.67458,                0.62072,                0.63985,                0.32225,                 1.6893,                 1.4608,                  1.585,              0.0010149,              0.0010149,              0.0010149
                     22,                 1.3802,                 0.9925,                 1.2157,                0.82361,                0.59973,                0.66681,                0.32474,                 1.7255,                  1.597,                 1.5954,              0.0010025,              0.0010025,              0.0010025
                     23,                 1.3505,                 1.0141,                  1.234,                0.81775,                0.65597,                0.75911,                0.39862,                 1.6044,                 1.3153,                 1.4841,             0.00099013,             0.00099013,             0.00099013
                     24,                 1.2714,                 0.9153,                  1.189,                 0.8573,                0.59518,                0.72508,                0.40779,                 1.5538,                 1.2501,                 1.4279,             0.00097775,             0.00097775,             0.00097775
                     25,                 1.2896,                0.90472,                 1.1826,                0.81145,                0.68206,                0.77239,                0.42407,                 1.6368,                 1.1176,                 1.4519,             0.00096537,             0.00096537,             0.00096537
                     26,                 1.2774,                0.92842,                 1.1771,                0.83211,                0.67813,                0.73693,                0.37059,                 1.6899,                 1.2856,                 1.5051,               0.000953,               0.000953,               0.000953
                     27,                 1.3813,                 0.9704,                 1.2608,                0.73087,                0.73482,                0.77114,                0.44342,                 1.6311,                 1.1955,                  1.471,             0.00094062,             0.00094062,             0.00094062
                     28,                 1.2173,                 0.8671,                 1.1555,                 0.7735,                 0.6754,                 0.7739,                0.42461,                 1.6793,                 1.1789,                 1.4901,             0.00092825,             0.00092825,             0.00092825
                     29,                 1.2075,                0.82571,                 1.1592,                0.81255,                0.72064,                0.77498,                0.43965,                 1.6069,                  1.076,                 1.4534,             0.00091588,             0.00091588,             0.00091588
                     30,                 1.2568,                0.86977,                 1.1796,                0.78706,                 0.6935,                0.79209,                0.48116,                 1.5301,                 1.1373,                 1.4138,              0.0009035,              0.0009035,              0.0009035
                     31,                  1.205,                 0.8347,                  1.134,                0.77936,                0.76547,                0.80454,                0.44928,                 1.5533,                 1.1302,                 1.4002,             0.00089112,             0.00089112,             0.00089112
                     32,                 1.2503,                0.85122,                 1.1794,                 0.8784,                0.75887,                0.82929,                0.50015,                 1.5272,                0.94777,                 1.4329,             0.00087875,             0.00087875,             0.00087875
                     33,                 1.2454,                0.83204,                 1.1831,                0.83912,                0.70542,                0.80858,                0.46277,                 1.5315,                 1.0035,                  1.431,             0.00086637,             0.00086637,             0.00086637
                     34,                 1.2509,                0.83401,                 1.1619,                0.71094,                0.70389,                0.71639,                0.40481,                 1.6075,                 1.2196,                 1.4597,               0.000854,               0.000854,               0.000854
                     35,                 1.2024,                0.79853,                 1.1512,                0.86712,                0.67561,                0.76946,                0.46986,                 1.5286,                 1.1252,                 1.4172,             0.00084162,             0.00084162,             0.00084162
                     36,                 1.2155,                0.82547,                  1.152,                0.83657,                0.71034,                0.76717,                 0.4495,                 1.4958,                 1.1117,                 1.4141,             0.00082925,             0.00082925,             0.00082925
                     37,                 1.1361,                 0.7797,                 1.1143,                0.87531,                0.70874,                0.78524,                0.46055,                 1.5353,                 1.0438,                 1.4295,             0.00081688,             0.00081688,             0.00081688
                     38,                 1.1425,                0.78846,                 1.1227,                0.83266,                 0.6917,                 0.7386,                0.43145,                 1.5533,                 1.1463,                 1.4283,              0.0008045,              0.0008045,              0.0008045
                     39,                 1.1085,                0.74966,                 1.1058,                0.83806,                0.73986,                 0.8055,                0.47813,                 1.4597,                0.96931,                  1.371,             0.00079213,             0.00079213,             0.00079213
                     40,                 1.1433,                0.77656,                 1.1311,                0.87164,                0.72875,                0.81428,                0.47952,                 1.4593,                0.99647,                 1.3877,             0.00077975,             0.00077975,             0.00077975
                     41,                 1.2028,                0.78166,                 1.1553,                0.85894,                0.68655,                0.78346,                0.48253,                 1.5141,                 1.0703,                 1.4158,             0.00076738,             0.00076738,             0.00076738
                     42,                 1.1337,                0.77533,                 1.1188,                0.81953,                0.71117,                 0.7768,                0.45287,                 1.5855,                 1.1559,                 1.3976,               0.000755,               0.000755,               0.000755
                     43,                 1.1601,                0.78031,                 1.1198,                0.88093,                  0.712,                0.77985,                0.45783,                 1.5415,                 1.0556,                 1.3585,             0.00074263,             0.00074263,             0.00074263
                     44,                 1.1676,                0.76305,                 1.1177,                0.80728,                0.82602,                 0.8543,                0.48352,                 1.5257,                0.92584,                 1.3767,             0.00073025,             0.00073025,             0.00073025
                     45,                 1.1215,                0.75004,                 1.1255,                0.90178,                0.76438,                 0.8481,                0.51901,                 1.4534,                0.90189,                 1.3587,             0.00071788,             0.00071788,             0.00071788
                     46,                 1.1538,                0.75126,                 1.1401,                 0.8449,                0.75723,                0.82027,                0.48798,                 1.5053,                0.96268,                 1.3573,              0.0007055,              0.0007055,              0.0007055
                     47,                 1.1362,                0.74358,                 1.1305,                0.85091,                0.72115,                0.83166,                0.48307,                 1.4826,                0.99209,                 1.3873,             0.00069313,             0.00069313,             0.00069313
                     48,                 1.1511,                0.74767,                 1.1092,                 0.8889,                0.74037,                0.82134,                0.50765,                 1.4528,                0.98087,                 1.3708,             0.00068075,             0.00068075,             0.00068075
                     49,                 1.0751,                0.72906,                 1.0756,                0.81758,                0.73521,                0.80518,                0.49433,                 1.4823,                0.96821,                 1.3898,             0.00066838,             0.00066838,             0.00066838
                     50,                 1.1207,                0.72294,                 1.0854,                0.83279,                0.81153,                0.84589,                0.52992,                 1.3932,                 0.9411,                 1.3667,               0.000656,               0.000656,               0.000656
                     51,                 1.0743,                0.72957,                 1.0798,                0.80276,                0.79765,                0.79902,                0.48015,                 1.4961,                 1.0232,                 1.3841,             0.00064362,             0.00064362,             0.00064362
                     52,                 1.0258,                0.69636,                 1.0762,                0.89373,                 0.7486,                0.82089,                 0.4938,                  1.499,                0.95628,                 1.3854,             0.00063125,             0.00063125,             0.00063125
                     53,                 1.0621,                0.68875,                 1.0623,                0.80188,                  0.797,                0.84325,                0.48753,                 1.5881,                0.92431,                 1.4135,             0.00061887,             0.00061887,             0.00061887
                     54,                 1.0557,                0.70159,                 1.0805,                0.85685,                0.72445,                0.80046,                0.48872,                 1.4747,                0.96963,                 1.3485,              0.0006065,              0.0006065,              0.0006065
                     55,                 1.0463,                0.68652,                 1.0865,                0.84445,                0.75913,                0.79162,                0.44796,                 1.5729,                  1.093,                 1.4277,             0.00059413,             0.00059413,             0.00059413
                     56,                 1.0503,                0.68551,                 1.0702,                0.80606,                 0.7819,                0.80856,                0.48433,                  1.558,                 1.0174,                 1.4495,             0.00058175,             0.00058175,             0.00058175
                     57,                  1.017,                0.65467,                 1.0751,                0.88368,                0.75747,                0.81028,                0.51279,                 1.4948,                 0.9951,                 1.3798,             0.00056938,             0.00056938,             0.00056938
                     58,                 1.0247,                0.65813,                 1.0408,                0.85809,                 0.7872,                0.82456,                0.49658,                 1.5251,                0.97337,                 1.3577,               0.000557,               0.000557,               0.000557
                     59,                  1.021,                0.63736,                 1.0452,                0.92238,                0.73346,                0.82289,                0.48678,                 1.4963,                 0.9581,                 1.3843,             0.00054463,             0.00054463,             0.00054463
                     60,                0.99672,                0.64298,                 1.0461,                0.93064,                0.75072,                0.85135,                0.51609,                 1.4635,                0.83565,                 1.3751,             0.00053225,             0.00053225,             0.00053225
                     61,                 1.0078,                0.64116,                  1.061,                0.88472,                0.78369,                 0.8637,                 0.5235,                 1.4834,                0.83712,                 1.3835,             0.00051988,             0.00051988,             0.00051988
                     62,                0.96876,                0.62292,                 1.0323,                   0.87,                0.77946,                0.86423,                0.53117,                 1.4685,                0.82425,                 1.3692,              0.0005075,              0.0005075,              0.0005075
                     63,                0.99265,                0.64708,                 1.0664,                0.90435,                0.76259,                0.86666,                0.55388,                 1.4258,                0.79894,                 1.3472,             0.00049513,             0.00049513,             0.00049513
                     64,                 1.0072,                0.63462,                 1.0683,                0.88424,                0.75722,                0.84483,                0.51287,                 1.4982,                0.82431,                 1.3728,             0.00048275,             0.00048275,             0.00048275
                     65,                 1.0205,                0.61913,                 1.0354,                0.90355,                0.73442,                0.84769,                0.52723,                 1.4711,                0.82272,                 1.3561,             0.00047038,             0.00047038,             0.00047038
                     66,                0.98438,                0.61207,                 1.0368,                0.86321,                0.74808,                0.85812,                0.52333,                 1.4762,                0.81812,                 1.3547,               0.000458,               0.000458,               0.000458
                     67,                0.95046,                0.59679,                 1.0289,                0.90237,                 0.7786,                0.85893,                0.53612,                 1.4605,                0.82407,                 1.3626,             0.00044563,             0.00044563,             0.00044563
                     68,                0.92789,                 0.5743,                 1.0068,                0.81805,                0.78268,                0.84806,                0.51232,                 1.4761,                  0.835,                 1.3676,             0.00043325,             0.00043325,             0.00043325
                     69,                0.97921,                0.59036,                 1.0164,                0.82667,                0.78756,                0.85094,                 0.5405,                 1.4032,                0.80702,                 1.3464,             0.00042087,             0.00042087,             0.00042087
                     70,                0.94068,                0.58379,                 1.0062,                0.82669,                0.81561,                0.85699,                0.55348,                  1.378,                0.76313,                 1.3396,              0.0004085,              0.0004085,              0.0004085
                     71,                0.95367,                0.60048,                 1.0196,                 0.8207,                0.84557,                0.86542,                0.53579,                  1.451,                0.76367,                 1.3738,             0.00039613,             0.00039613,             0.00039613
                     72,                0.93119,                0.56031,                 1.0285,                0.85216,                0.84301,                0.86869,                0.55154,                 1.4559,                0.77033,                  1.359,             0.00038375,             0.00038375,             0.00038375
                     73,                0.92133,                0.54095,                 1.0015,                0.86055,                0.84446,                0.87935,                0.53975,                 1.4878,                0.76604,                 1.3762,             0.00037138,             0.00037138,             0.00037138
                     74,                0.95084,                0.57375,                 1.0266,                0.83662,                0.85885,                0.86899,                0.54267,                 1.4448,                0.75519,                 1.3578,               0.000359,               0.000359,               0.000359
                     75,                0.90247,                0.56571,                 1.0065,                 0.9035,                0.81601,                0.87222,                0.54148,                 1.4966,                0.74502,                 1.3619,             0.00034663,             0.00034663,             0.00034663
                     76,                0.86508,                0.55075,                0.99666,                 0.9095,                0.79288,                0.87383,                0.56043,                 1.4652,                0.73003,                  1.374,             0.00033425,             0.00033425,             0.00033425
                     77,                0.89686,                0.55523,                0.99545,                0.90925,                0.79321,                0.87963,                0.56501,                 1.4315,                0.74684,                 1.3627,             0.00032188,             0.00032188,             0.00032188
                     78,                0.88708,                0.56876,                 1.0249,                0.87562,                0.81607,                0.86792,                0.56844,                 1.4055,                0.74584,                  1.369,              0.0003095,              0.0003095,              0.0003095
                     79,                0.88949,                0.53837,                 0.9987,                0.90367,                0.78312,                0.86599,                0.55684,                 1.4523,                0.78896,                 1.3867,             0.00029713,             0.00029713,             0.00029713
                     80,                0.88172,                0.54246,                0.97692,                0.88796,                0.79305,                0.86796,                0.55625,                 1.4424,                0.80103,                 1.3849,             0.00028475,             0.00028475,             0.00028475
                     81,                0.85239,                0.52983,                0.97511,                0.89137,                0.78496,                0.86887,                0.56672,                 1.4042,                0.74475,                 1.3703,             0.00027237,             0.00027237,             0.00027237
                     82,                0.85641,                0.54596,                0.99246,                 0.8985,                0.79952,                0.87099,                0.55115,                   1.46,                0.76377,                   1.39,                0.00026,                0.00026,                0.00026
                     83,                0.86322,                0.54995,                 0.9915,                 0.9177,                0.80089,                0.87358,                0.54702,                  1.487,                0.80703,                 1.3935,             0.00024762,             0.00024762,             0.00024762
                     84,                0.82373,                0.51957,                0.96618,                0.92021,                0.79837,                0.86046,                0.53316,                 1.4696,                0.80426,                 1.3873,             0.00023525,             0.00023525,             0.00023525
                     85,                0.81633,                 0.5053,                0.96664,                0.92907,                0.78959,                0.86795,                  0.555,                 1.4326,                0.74952,                 1.3822,             0.00022288,             0.00022288,             0.00022288
                     86,                0.81828,                0.48892,                0.98251,                 0.9166,                0.78738,                0.87261,                0.55172,                 1.4568,                0.73639,                 1.3879,              0.0002105,              0.0002105,              0.0002105
                     87,                0.85125,                0.52015,                0.99157,                0.86777,                0.83978,                0.88376,                0.56042,                 1.4449,                0.72331,                 1.3832,             0.00019813,             0.00019813,             0.00019813
                     88,                0.80746,                0.49083,                 0.9597,                0.90988,                0.80927,                0.88773,                0.56455,                 1.4367,                0.71681,                 1.3761,             0.00018575,             0.00018575,             0.00018575
                     89,                0.77851,                0.50331,                0.96817,                0.90307,                 0.8023,                 0.8834,                0.55136,                 1.4656,                0.72656,                 1.3673,             0.00017338,             0.00017338,             0.00017338
                     90,                0.82893,                0.50085,                0.96979,                0.86347,                0.83802,                0.88122,                0.55908,                 1.4647,                0.72712,                 1.3645,               0.000161,               0.000161,               0.000161
                     91,                0.83512,                0.51595,                 1.0008,                0.86589,                0.84601,                0.88182,                  0.555,                 1.4449,                0.73703,                 1.3727,             0.00014862,             0.00014862,             0.00014862
                     92,                0.77608,                0.48885,                0.97774,                0.86727,                0.83379,                0.87327,                0.54589,                 1.4597,                0.75864,                 1.3825,             0.00013625,             0.00013625,             0.00013625
                     93,                0.77963,                0.48849,                0.96769,                0.86465,                 0.8295,                0.87014,                0.54045,                 1.4604,                0.76105,                 1.3819,             0.00012387,             0.00012387,             0.00012387
                     94,                0.79466,                0.51454,                0.97979,                0.90137,                0.80365,                0.87079,                0.54335,                 1.4427,                0.75638,                 1.3662,              0.0001115,              0.0001115,              0.0001115
                     95,                 0.7712,                 0.4736,                  0.951,                0.91347,                0.80158,                0.87414,                0.56219,                 1.4174,                0.73494,                 1.3579,             9.9125e-05,             9.9125e-05,             9.9125e-05
                     96,                0.77541,                0.48123,                0.97826,                0.92328,                 0.8055,                0.88149,                0.56958,                 1.4156,                0.71878,                 1.3591,              8.675e-05,              8.675e-05,              8.675e-05
                     97,                0.76451,                0.47539,                0.95084,                0.90866,                0.81021,                0.88185,                0.56717,                 1.4285,                0.71464,                 1.3621,             7.4375e-05,             7.4375e-05,             7.4375e-05
                     98,                0.75658,                0.45883,                0.95996,                0.87834,                0.83968,                0.88198,                 0.5588,                 1.4337,                0.71178,                 1.3621,                6.2e-05,                6.2e-05,                6.2e-05
                     99,                0.73863,                0.47396,                0.94543,                0.87338,                0.83437,                 0.8841,                0.56778,                  1.428,                0.70462,                 1.3642,             4.9625e-05,             4.9625e-05,             4.9625e-05
                    100,                0.73677,                0.43283,                0.93972,                0.88506,                 0.8254,                0.88319,                0.56543,                 1.4289,                0.70347,                 1.3658,              3.725e-05,              3.725e-05,              3.725e-05
