                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 1.1155,                0.89438,                  1.025,                0.67007,                0.81583,                0.74541,                0.49959,                  1.091,                0.74541,                 1.0872,               0.001045,               0.001045,               0.001045
                     12,                 1.0914,                 0.8657,                 1.0175,                0.74526,                0.71981,                0.79902,                0.52289,                 1.0942,                0.75211,                 1.0873,              0.0010377,              0.0010377,              0.0010377
                     13,                 1.0678,                0.81697,                 1.0008,                0.81463,                0.73059,                0.82407,                 0.5594,                 1.0716,                0.68693,                 1.0735,              0.0010303,              0.0010303,              0.0010303
                     14,                 1.0684,                0.79444,                 1.0262,                 0.8243,                 0.7226,                0.83556,                0.57664,                 1.0459,                0.67133,                 1.0737,               0.001023,               0.001023,               0.001023
                     15,                 1.0748,                0.84675,                0.99836,                0.66459,                0.81078,                0.80811,                 0.5411,                0.99459,                0.65064,                 1.0361,              0.0010157,              0.0010157,              0.0010157
                     16,                 1.0633,                0.83044,                0.99703,                0.66738,                0.78482,                0.75581,                0.52211,                 1.0471,                0.68507,                  1.079,              0.0010083,              0.0010083,              0.0010083
                     17,                 1.0859,                0.79595,                 1.0082,                 0.6417,                 0.6089,                0.71471,                0.46833,                 1.0898,                 0.6903,                 1.0925,               0.001001,               0.001001,               0.001001
                     18,                 1.0533,                0.75622,                0.98176,                0.84693,                0.72238,                0.81876,                0.56671,                  1.009,                0.64954,                 1.0327,             0.00099368,             0.00099368,             0.00099368
                     19,                 1.0744,                0.80752,                0.99424,                0.60879,                0.76686,                0.69098,                0.49294,                 1.0449,                0.64904,                 1.0795,             0.00098635,             0.00098635,             0.00098635
                     20,                 1.0204,                 0.7583,                0.99958,                0.85535,                0.74401,                0.83997,                0.57915,                 1.0938,                0.61338,                 1.0656,             0.00097901,             0.00097901,             0.00097901
                     21,                 1.0414,                0.72438,                0.98812,                0.79584,                0.73637,                 0.7692,                0.53718,                 1.0353,                0.65793,                 1.0465,             0.00097168,             0.00097168,             0.00097168
                     22,                  1.041,                0.76144,                 1.0021,                0.76874,                0.81831,                0.78564,                0.53768,                 1.0376,                0.70556,                 1.0539,             0.00096435,             0.00096435,             0.00096435
                     23,                 1.0431,                0.72083,                0.98411,                0.65878,                0.84326,                 0.7486,                0.50797,                 1.0606,                 0.6677,                 1.0585,             0.00095702,             0.00095702,             0.00095702
                     24,                 1.0073,                0.67192,                0.98245,                 0.8762,                0.76258,                0.84864,                0.60247,                 1.0209,                0.56092,                 1.0484,             0.00094968,             0.00094968,             0.00094968
                     25,                0.98607,                0.70299,                0.99072,                0.85729,                0.73641,                0.81837,                0.56218,                 1.0416,                0.60111,                 1.0453,             0.00094235,             0.00094235,             0.00094235
                     26,                 1.0047,                0.73436,                0.96872,                0.83742,                0.73918,                0.81894,                0.55653,                 1.0487,                0.63337,                 1.0339,             0.00093502,             0.00093502,             0.00093502
                     27,                0.96658,                0.70812,                0.97085,                 0.6695,                0.64879,                 0.6653,                0.44252,                 1.1315,                0.86146,                 1.0871,             0.00092769,             0.00092769,             0.00092769
                     28,                0.98037,                0.70887,                0.96271,                0.78266,                0.69212,                0.77916,                0.53157,                 1.0171,                0.76663,                  1.053,             0.00092035,             0.00092035,             0.00092035
                     29,                0.96084,                0.67465,                0.96252,                0.84329,                0.73297,                0.85865,                0.61304,                0.98653,                0.59424,                  1.025,             0.00091302,             0.00091302,             0.00091302
                     30,                0.97378,                0.67418,                0.96772,                  0.868,                0.72838,                0.85945,                0.60007,                 1.0411,                0.63517,                 1.0451,             0.00090569,             0.00090569,             0.00090569
                     31,                0.95658,                0.63934,                0.96445,                0.81177,                0.73571,                0.77585,                0.56584,                 1.0206,                0.58288,                 1.0468,             0.00089835,             0.00089835,             0.00089835
                     32,                0.94384,                0.63475,                0.96092,                0.86676,                 0.7843,                0.86353,                0.60582,                 1.0073,                 0.5894,                  1.032,             0.00089102,             0.00089102,             0.00089102
                     33,                0.91728,                0.61808,                0.95198,                 0.7551,                0.84375,                0.81497,                 0.5742,                 1.0339,                0.57849,                 1.0439,             0.00088369,             0.00088369,             0.00088369
                     34,                0.91996,                0.62837,                 0.9593,                0.71583,                0.77827,                0.77794,                0.54734,                 1.0286,                0.57926,                  1.048,             0.00087636,             0.00087636,             0.00087636
                     35,                0.95454,                0.67675,                0.96213,                0.78746,                0.83367,                0.79458,                0.56449,                 1.0124,                0.57808,                 1.0387,             0.00086902,             0.00086902,             0.00086902
                     36,                0.94588,                0.63911,                 0.9653,                0.76051,                0.72343,                0.79189,                0.56881,                0.99689,                0.59712,                 1.0236,             0.00086169,             0.00086169,             0.00086169
                     37,                0.90162,                0.58808,                0.95184,                0.69845,                0.78876,                0.77077,                0.53327,                 1.0095,                0.57955,                 1.0315,             0.00085436,             0.00085436,             0.00085436
                     38,                0.92169,                0.62234,                0.95653,                0.68197,                0.80162,                0.78543,                0.56251,                0.99992,                0.62181,                 1.0352,             0.00084703,             0.00084703,             0.00084703
                     39,                0.91701,                0.59103,                0.96483,                0.74232,                 0.9181,                0.83516,                 0.6047,                0.97932,                0.59299,                 1.0184,             0.00083969,             0.00083969,             0.00083969
                     40,                0.90277,                0.61483,                0.94025,                0.79601,                0.88144,                0.86114,                0.61465,                  1.008,                0.52272,                 1.0328,             0.00083236,             0.00083236,             0.00083236
                     41,                0.88161,                0.58624,                 0.9306,                 0.8789,                0.84876,                0.90501,                0.63787,                0.96562,                0.53566,                 1.0238,             0.00082503,             0.00082503,             0.00082503
                     42,                0.89078,                0.58014,                0.94611,                 0.8697,                0.82816,                0.85384,                0.61257,                0.94012,                 0.5292,                 1.0143,              0.0008177,              0.0008177,              0.0008177
                     43,                0.93276,                0.59082,                0.94254,                0.62142,                 0.8117,                0.78994,                0.57014,                0.99952,                0.54737,                 1.0208,             0.00081036,             0.00081036,             0.00081036
                     44,                0.90776,                0.59034,                0.95438,                0.85864,                0.78918,                0.87099,                0.63797,                0.97477,                0.54575,                 1.0201,             0.00080303,             0.00080303,             0.00080303
                     45,                0.87508,                0.58922,                 0.9422,                0.71042,                0.84554,                0.81112,                0.58846,                0.97609,                0.55544,                  1.038,              0.0007957,              0.0007957,              0.0007957
                     46,                0.89127,                0.58793,                0.94566,                0.71884,                0.81072,                0.76149,                0.52079,                 1.0554,                0.61904,                  1.061,             0.00078837,             0.00078837,             0.00078837
                     47,                0.86968,                0.57088,                0.94528,                  0.696,                0.86141,                0.83529,                0.59525,                0.96393,                0.57561,                 1.0238,             0.00078103,             0.00078103,             0.00078103
                     48,                0.86134,                 0.5366,                0.92142,                0.71899,                0.83639,                 0.7839,                0.56592,                0.97227,                0.57393,                  1.039,              0.0007737,              0.0007737,              0.0007737
                     49,                0.87314,                0.56438,                0.93126,                0.82598,                0.75557,                0.85472,                0.61033,                0.97141,                0.57428,                  1.032,             0.00076637,             0.00076637,             0.00076637
                     50,                0.90136,                0.56822,                0.93869,                0.92849,                0.86676,                0.90205,                0.63028,                 1.0026,                0.55044,                  1.039,             0.00075904,             0.00075904,             0.00075904
                     51,                0.87704,                0.53298,                0.93748,                0.71682,                0.83473,                0.78559,                0.57326,                 1.0079,                0.54386,                 1.0377,              0.0007517,              0.0007517,              0.0007517
                     52,                0.84856,                0.55144,                0.93579,                0.90944,                0.82109,                0.84536,                0.63789,                0.96221,                0.54053,                 1.0261,             0.00074437,             0.00074437,             0.00074437
                     53,                0.84457,                 0.5441,                0.93457,                0.89676,                 0.8157,                0.87088,                0.65077,                0.96082,                0.56031,                 1.0197,             0.00073704,             0.00073704,             0.00073704
                     54,                0.83404,                0.55123,                0.91628,                0.88115,                0.85571,                0.88141,                0.62707,                0.95455,                 0.5221,                 1.0304,              0.0007297,              0.0007297,              0.0007297
                     55,                0.84469,                0.53243,                0.92249,                0.87835,                0.85856,                  0.908,                0.64496,                 1.0018,                0.54698,                 1.0526,             0.00072237,             0.00072237,             0.00072237
                     56,                0.84117,                0.51584,                0.91971,                0.84857,                0.84387,                 0.8911,                0.64882,                0.94551,                0.54981,                  1.014,             0.00071504,             0.00071504,             0.00071504
                     57,                0.86157,                0.54347,                0.92891,                0.87714,                 0.7283,                0.81858,                0.60315,                0.95906,                0.55836,                 1.0177,             0.00070771,             0.00070771,             0.00070771
                     58,                0.81632,                0.52021,                0.91708,                0.84866,                0.74975,                0.84262,                0.61453,                0.95343,                0.54976,                 1.0151,             0.00070037,             0.00070037,             0.00070037
                     59,                0.81895,                 0.5128,                0.93078,                0.78317,                0.79271,                0.84988,                0.63893,                0.90827,                0.56274,                 1.0025,             0.00069304,             0.00069304,             0.00069304
                     60,                0.84428,                 0.5153,                0.91533,                0.91467,                0.74067,                0.85538,                 0.6373,                0.95746,                0.55917,                 1.0388,             0.00068571,             0.00068571,             0.00068571
                     61,                0.84054,                0.50634,                0.91772,                0.75153,                0.76855,                0.75966,                0.53537,                0.99459,                0.56634,                 1.0484,             0.00067838,             0.00067838,             0.00067838
                     62,                0.84245,                 0.5157,                0.92604,                0.71397,                0.80681,                0.75609,                 0.5449,                0.94062,                 0.5524,                 1.0178,             0.00067104,             0.00067104,             0.00067104
                     63,                0.79736,                0.47173,                0.91593,                0.63232,                0.84211,                0.74615,                0.54287,                0.92072,                0.55637,                 1.0142,             0.00066371,             0.00066371,             0.00066371
                     64,                0.79213,                0.48559,                0.90287,                0.71833,                0.77354,                0.73272,                0.51739,                0.97688,                0.58339,                 1.0377,             0.00065638,             0.00065638,             0.00065638
                     65,                0.81459,                0.50157,                0.91084,                0.72632,                0.80219,                0.77149,                0.54867,                0.96795,                0.52028,                 1.0316,             0.00064905,             0.00064905,             0.00064905
                     66,                0.79084,                0.47205,                 0.9082,                 0.9517,                0.64805,                0.73484,                0.51903,                0.95617,                0.53492,                 1.0467,             0.00064171,             0.00064171,             0.00064171
                     67,                0.79895,                0.48342,                 0.9104,                0.83826,                0.76759,                0.80537,                0.57082,                0.96333,                0.55146,                 1.0449,             0.00063438,             0.00063438,             0.00063438
                     68,                 0.7778,                 0.4478,                0.90348,                0.86937,                0.75449,                0.84555,                0.59822,                0.96873,                0.55689,                 1.0303,             0.00062705,             0.00062705,             0.00062705
                     69,                0.77692,                0.47617,                0.89742,                0.83469,                0.80073,                0.81359,                0.58221,                0.97819,                0.56009,                 1.0515,             0.00061972,             0.00061972,             0.00061972
                     70,                0.76882,                0.45576,                0.90064,                0.86608,                0.76504,                0.84485,                0.60732,                0.97059,                0.52203,                  1.031,             0.00061238,             0.00061238,             0.00061238
                     71,                0.76991,                0.46612,                0.90457,                0.84921,                 0.7824,                0.84156,                0.61188,                0.95356,                0.50655,                 1.0262,             0.00060505,             0.00060505,             0.00060505
                     72,                 0.7916,                0.47364,                0.90605,                0.86869,                0.79137,                0.85409,                0.60909,                0.97741,                0.50593,                 1.0387,             0.00059772,             0.00059772,             0.00059772
                     73,                0.75767,                0.44147,                 0.9065,                0.86701,                 0.7414,                0.85136,                0.60342,                0.97623,                  0.529,                 1.0206,             0.00059039,             0.00059039,             0.00059039
                     74,                0.76851,                0.47271,                0.89668,                0.80472,                0.77334,                0.81455,                0.59043,                0.96713,                0.54275,                 1.0296,             0.00058305,             0.00058305,             0.00058305
                     75,                0.78954,                0.47019,                0.90787,                0.90982,                0.81964,                0.85237,                0.59912,                0.98291,                0.51853,                 1.0336,             0.00057572,             0.00057572,             0.00057572
                     76,                0.74265,                0.44222,                0.89444,                0.93001,                0.75599,                0.87582,                0.60677,                0.99473,                0.51954,                 1.0354,             0.00056839,             0.00056839,             0.00056839
                     77,                0.74391,                 0.4379,                 0.8949,                0.90942,                0.76393,                0.86255,                0.60391,                0.97634,                0.52284,                  1.041,             0.00056105,             0.00056105,             0.00056105
                     78,                0.73354,                0.43087,                0.88489,                0.92549,                0.77424,                0.85985,                0.63684,                0.97699,                0.55053,                 1.0277,             0.00055372,             0.00055372,             0.00055372
                     79,                0.73732,                0.45175,                0.88522,                0.85508,                0.75207,                0.83108,                0.60899,                0.94484,                0.52444,                 1.0172,             0.00054639,             0.00054639,             0.00054639
                     80,                0.71963,                0.42483,                0.89432,                0.85343,                0.79168,                0.88353,                0.63033,                 0.9565,                0.50886,                 1.0208,             0.00053906,             0.00053906,             0.00053906
                     81,                0.73457,                0.45324,                0.88277,                0.92229,                0.79484,                0.88056,                 0.6304,                0.97256,                0.51671,                 1.0235,             0.00053172,             0.00053172,             0.00053172
                     82,                0.73277,                0.44397,                0.89128,                0.84164,                 0.7776,                0.81327,                0.59114,                 0.9843,                0.52179,                 1.0476,             0.00052439,             0.00052439,             0.00052439
                     83,                0.72048,                0.44625,                0.88963,                0.78626,                0.78145,                0.80523,                0.58811,                0.96411,                0.52114,                 1.0373,             0.00051706,             0.00051706,             0.00051706
                     84,                0.74928,                0.44969,                0.89716,                0.80644,                0.74632,                0.81412,                0.61164,                0.94689,                0.53069,                 1.0294,             0.00050973,             0.00050973,             0.00050973
                     85,                0.70727,                0.42134,                0.88084,                0.86477,                0.78293,                0.85889,                0.63702,                0.94326,                0.50738,                 1.0194,             0.00050239,             0.00050239,             0.00050239
                     86,                0.72314,                0.42885,                0.88297,                0.85706,                0.74942,                0.81915,                0.59294,                0.96906,                0.50511,                 1.0476,             0.00049506,             0.00049506,             0.00049506
                     87,                0.71239,                0.41577,                0.88209,                0.76648,                 0.8361,                0.85934,                 0.6235,                0.95649,                0.51062,                 1.0476,             0.00048773,             0.00048773,             0.00048773
                     88,                0.69343,                0.41171,                0.88511,                0.88349,                0.71937,                0.83108,                0.61553,                0.95868,                0.52248,                 1.0293,              0.0004804,              0.0004804,              0.0004804
                     89,                0.69115,                0.40748,                0.87842,                0.85321,                0.81752,                0.87135,                0.63297,                0.97626,                0.50934,                 1.0387,             0.00047306,             0.00047306,             0.00047306
                     90,                0.71053,                0.41059,                0.88334,                0.80305,                0.76602,                0.83809,                0.60598,                0.97803,                0.51436,                 1.0478,             0.00046573,             0.00046573,             0.00046573
                     91,                0.70714,                0.40976,                  0.888,                0.81087,                0.83719,                0.85701,                0.59853,                0.97507,                0.50475,                   1.05,              0.0004584,              0.0004584,              0.0004584
                     92,                  0.709,                0.41349,                0.88344,                0.76752,                0.85287,                0.85175,                0.61694,                0.97118,                0.52485,                 1.0417,             0.00045107,             0.00045107,             0.00045107
                     93,                0.69147,                0.39154,                0.88068,                0.82685,                0.75481,                0.82157,                0.58724,                0.97371,                0.51847,                 1.0463,             0.00044373,             0.00044373,             0.00044373
                     94,                0.67914,                0.40452,                0.86951,                0.86332,                0.81134,                0.84466,                0.59726,                0.96948,                0.51882,                 1.0487,              0.0004364,              0.0004364,              0.0004364
                     95,                0.68383,                0.41031,                0.86797,                0.86103,                0.77529,                0.84515,                0.59329,                0.96995,                0.50609,                 1.0391,             0.00042907,             0.00042907,             0.00042907
                     96,                0.68384,                0.41352,                0.87255,                0.79945,                0.88229,                0.86382,                0.62088,                0.97806,                0.51376,                 1.0389,             0.00042174,             0.00042174,             0.00042174
                     97,                0.64739,                0.39299,                0.86785,                0.80695,                0.81679,                0.81393,                0.58697,                0.98228,                0.51391,                  1.039,              0.0004144,              0.0004144,              0.0004144
                     98,                0.65968,                0.39832,                 0.8723,                0.81194,                0.80859,                0.82944,                0.58949,                0.97987,                0.49635,                 1.0555,             0.00040707,             0.00040707,             0.00040707
                     99,                 0.6639,                0.40308,                0.88145,                0.79511,                0.85242,                0.84138,                0.60192,                0.95705,                0.49162,                 1.0334,             0.00039974,             0.00039974,             0.00039974
                    100,                0.65823,                0.38712,                0.87453,                 0.8035,                0.81221,                0.81822,                0.58862,                0.94912,                0.48734,                 1.0342,             0.00039241,             0.00039241,             0.00039241
                    101,                0.66475,                0.39866,                0.86893,                0.77632,                 0.8148,                0.79862,                0.57744,                0.94375,                0.50594,                 1.0328,             0.00038507,             0.00038507,             0.00038507
                    102,                0.65692,                0.38305,                0.87492,                0.77164,                0.80541,                0.78767,                0.57101,                0.96052,                0.52132,                 1.0283,             0.00037774,             0.00037774,             0.00037774
                    103,                0.65677,                0.39317,                0.86133,                0.74539,                0.87969,                0.79117,                0.56971,                0.93689,                0.52256,                 1.0272,             0.00037041,             0.00037041,             0.00037041
                    104,                0.62209,                0.36831,                0.86941,                  0.782,                 0.8952,                0.81318,                0.58624,                0.94837,                 0.4905,                 1.0313,             0.00036307,             0.00036307,             0.00036307
                    105,                0.65443,                0.39095,                0.87154,                0.74141,                0.80303,                0.78009,                0.57308,                 0.9416,                0.49738,                 1.0309,             0.00035574,             0.00035574,             0.00035574
                    106,                0.64338,                0.37085,                0.86457,                0.63661,                0.87252,                0.77278,                0.56581,                0.94626,                0.49108,                 1.0381,             0.00034841,             0.00034841,             0.00034841
                    107,                0.64488,                0.37082,                0.87375,                0.81751,                0.76699,                0.80377,                0.59602,                0.93327,                0.47971,                 1.0256,             0.00034108,             0.00034108,             0.00034108
                    108,                0.63382,                0.37682,                0.86695,                0.73432,                0.79603,                0.79099,                0.58913,                0.95674,                0.50004,                 1.0385,             0.00033374,             0.00033374,             0.00033374
                    109,                0.63393,                  0.367,                0.86603,                0.71134,                0.84746,                0.79273,                0.57604,                0.95056,                0.47193,                 1.0356,             0.00032641,             0.00032641,             0.00032641
                    110,                0.62168,                0.36329,                0.85944,                 0.6698,                0.85023,                0.78082,                0.57864,                 0.9458,                0.50355,                 1.0322,             0.00031908,             0.00031908,             0.00031908
                    111,                0.60683,                0.35228,                0.84767,                0.79501,                0.85153,                0.83145,                 0.6192,                0.93097,                0.45723,                 1.0211,             0.00031175,             0.00031175,             0.00031175
                    112,                0.61912,                0.35119,                0.85633,                0.77912,                0.85115,                0.83988,                0.62758,                0.94545,                0.47558,                 1.0327,             0.00030441,             0.00030441,             0.00030441
                    113,                 0.5973,                0.35452,                0.85611,                0.72475,                0.83626,                0.79406,                0.58813,                0.93741,                0.48691,                 1.0351,             0.00029708,             0.00029708,             0.00029708
                    114,                0.61448,                0.37453,                0.85882,                0.74728,                0.79355,                0.79381,                0.57907,                0.94001,                0.49159,                 1.0314,             0.00028975,             0.00028975,             0.00028975
                    115,                0.60915,                  0.351,                0.85809,                0.73163,                0.85263,                0.78911,                0.56873,                0.92514,                0.49486,                 1.0299,             0.00028242,             0.00028242,             0.00028242
                    116,                0.59473,                0.33754,                0.85474,                0.64063,                0.85184,                0.75451,                 0.5416,                0.94663,                0.51563,                 1.0394,             0.00027508,             0.00027508,             0.00027508
                    117,                0.60918,                0.35753,                0.86041,                0.66351,                0.78865,                0.75498,                 0.5375,                0.95581,                 0.5091,                 1.0418,             0.00026775,             0.00026775,             0.00026775
                    118,                0.59222,                0.34582,                0.86383,                0.68511,                0.85396,                0.77731,                0.56354,                0.95054,                0.48054,                 1.0387,             0.00026042,             0.00026042,             0.00026042
                    119,                0.59231,                0.34257,                 0.8562,                0.69261,                0.71142,                0.76845,                0.55005,                 0.9391,                0.48894,                 1.0364,             0.00025309,             0.00025309,             0.00025309
                    120,                0.60041,                0.34049,                0.86072,                 0.7144,                 0.6873,                0.76153,                0.55346,                0.95246,                0.48204,                 1.0388,             0.00024575,             0.00024575,             0.00024575
                    121,                0.57566,                 0.3409,                0.85763,                0.66454,                0.85428,                0.78646,                0.56753,                0.95081,                0.48664,                 1.0434,             0.00023842,             0.00023842,             0.00023842
                    122,                0.58613,                0.34862,                0.85799,                0.73811,                0.84766,                0.78103,                0.56134,                0.95637,                0.49147,                 1.0492,             0.00023109,             0.00023109,             0.00023109
                    123,                0.56175,                0.33218,                0.85191,                0.73549,                0.85047,                0.78179,                0.57104,                0.94775,                0.48599,                 1.0432,             0.00022376,             0.00022376,             0.00022376
                    124,                0.57605,                0.33391,                 0.8581,                0.71635,                0.78122,                0.78454,                0.57552,                 0.9506,                0.49039,                 1.0346,             0.00021642,             0.00021642,             0.00021642
                    125,                 0.5756,                0.34256,                0.85335,                0.70342,                 0.7837,                0.76702,                0.56845,                0.95834,                0.49103,                 1.0385,             0.00020909,             0.00020909,             0.00020909
                    126,                 0.5764,                 0.3306,                0.84604,                0.74014,                0.78622,                 0.7721,                0.55668,                0.95044,                0.50052,                 1.0376,             0.00020176,             0.00020176,             0.00020176
                    127,                0.56565,                0.32407,                0.85404,                 0.7248,                0.84804,                 0.7803,                0.56573,                0.96236,                0.49977,                 1.0578,             0.00019442,             0.00019442,             0.00019442
                    128,                0.55997,                 0.3241,                0.84593,                0.78941,                0.84376,                0.80038,                0.57053,                 0.9681,                 0.4877,                 1.0457,             0.00018709,             0.00018709,             0.00018709
                    129,                0.55761,                0.32058,                 0.8445,                0.72006,                0.85115,                0.77635,                0.55517,                0.96969,                0.49533,                 1.0486,             0.00017976,             0.00017976,             0.00017976
                    130,                0.57008,                0.33192,                0.84529,                0.74676,                0.75042,                0.77196,                0.55715,                0.95281,                0.48317,                 1.0435,             0.00017243,             0.00017243,             0.00017243
                    131,                0.56313,                 0.3247,                0.85458,                0.69586,                 0.7638,                0.74987,                0.54712,                0.93971,                0.47995,                  1.035,             0.00016509,             0.00016509,             0.00016509
                    132,                0.54254,                0.30838,                0.84777,                0.69015,                0.76733,                0.75423,                0.55584,                0.93932,                0.49236,                 1.0318,             0.00015776,             0.00015776,             0.00015776
                    133,                0.54652,                0.31937,                0.84389,                0.68372,                0.78255,                0.74913,                0.54713,                0.93013,                 0.4931,                 1.0315,             0.00015043,             0.00015043,             0.00015043
                    134,                0.54121,                0.31056,                0.85019,                0.73628,                0.77764,                0.77298,                0.56598,                0.92504,                0.47869,                 1.0256,              0.0001431,              0.0001431,              0.0001431
                    135,                0.54596,                0.32221,                0.84692,                0.73792,                0.77226,                0.76924,                0.55287,                0.92417,                0.49699,                 1.0313,             0.00013576,             0.00013576,             0.00013576
                    136,                0.55478,                 0.3276,                 0.8478,                0.67934,                 0.7638,                0.75946,                0.55093,                0.92638,                0.48875,                 1.0326,             0.00012843,             0.00012843,             0.00012843
                    137,                0.52613,                0.30956,                0.84464,                0.64634,                0.77117,                0.75172,                0.54822,                0.92971,                0.48836,                 1.0352,              0.0001211,              0.0001211,              0.0001211
                    138,                 0.5324,                 0.3082,                 0.8455,                 0.6467,                0.79321,                0.75205,                0.54831,                0.92456,                0.49037,                 1.0306,             0.00011377,             0.00011377,             0.00011377
                    139,                0.53952,                0.31397,                0.84546,                0.64237,                0.79321,                0.75617,                0.55251,                0.93427,                0.48823,                 1.0316,             0.00010643,             0.00010643,             0.00010643
                    140,                0.52626,                0.30208,                0.84576,                0.63568,                 0.7904,                0.76694,                 0.5582,                0.93411,                0.49478,                 1.0375,             9.9101e-05,             9.9101e-05,             9.9101e-05
                    141,                0.54579,                0.33403,                0.85771,                0.68171,                0.85115,                0.77002,                0.56424,                0.93738,                0.49547,                 1.0479,             9.1769e-05,             9.1769e-05,             9.1769e-05
                    142,                0.54932,                 0.3372,                0.86755,                0.70872,                  0.851,                 0.7842,                 0.5757,                0.93413,                0.49164,                 1.0458,             8.4436e-05,             8.4436e-05,             8.4436e-05
                    143,                 0.5586,                  0.354,                0.86953,                0.68798,                0.84975,                0.77862,                0.56913,                0.94105,                0.48917,                 1.0474,             7.7103e-05,             7.7103e-05,             7.7103e-05
                    144,                0.54663,                0.33498,                0.86061,                0.65414,                0.85396,                0.78102,                  0.566,                0.93889,                0.49113,                 1.0465,             6.9771e-05,             6.9771e-05,             6.9771e-05
                    145,                0.53992,                0.33316,                0.86921,                0.67351,                0.69112,                0.77289,                0.55953,                0.94411,                0.50114,                 1.0479,             6.2438e-05,             6.2438e-05,             6.2438e-05
                    146,                0.52649,                0.31448,                0.84569,                0.64771,                0.78053,                0.76962,                0.56233,                0.94558,                0.48377,                 1.0502,             5.5106e-05,             5.5106e-05,             5.5106e-05
                    147,                0.52327,                0.31654,                0.85215,                0.65696,                0.83134,                0.77917,                0.56858,                0.94453,                0.48918,                  1.048,             4.7773e-05,             4.7773e-05,             4.7773e-05
                    148,                0.53642,                0.32259,                0.87085,                0.66411,                0.83421,                0.76917,                0.55604,                0.95092,                0.49186,                 1.0502,              4.044e-05,              4.044e-05,              4.044e-05
                    149,                0.52082,                0.32841,                0.85437,                0.68381,                0.85115,                0.76644,                0.55191,                0.95533,                0.48886,                 1.0531,             3.3108e-05,             3.3108e-05,             3.3108e-05
                    150,                0.51385,                0.31379,                0.84835,                0.67791,                0.83407,                 0.7688,                0.55587,                 0.9489,                0.48688,                 1.0498,             2.5775e-05,             2.5775e-05,             2.5775e-05
