                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     18,                 1.4659,                 1.1039,                 1.1107,                0.49465,                0.45008,                0.54254,                0.28031,                 1.6584,                 1.3583,                 1.3355,               0.001052,               0.001052,               0.001052
                     19,                 1.4044,                 1.0863,                 1.0672,                 0.6557,                0.51723,                0.56616,                0.28168,                 1.6455,                 1.1206,                 1.5059,              0.0010396,              0.0010396,              0.0010396
                     20,                 1.4625,                  1.106,                 1.1068,                0.63571,                0.51006,                0.59308,                0.24393,                 2.0054,                 1.3679,                 1.4826,              0.0010273,              0.0010273,              0.0010273
                     21,                 1.5054,                 1.1496,                 1.1017,                0.54512,                0.65489,                0.64986,                0.33635,                 1.6049,                 1.0568,                 1.4321,              0.0010149,              0.0010149,              0.0010149
                     22,                 1.4596,                 1.1024,                 1.0929,                0.83736,                0.56568,                0.72155,                0.34288,                 1.8848,                 1.1002,                 1.5379,              0.0010025,              0.0010025,              0.0010025
                     23,                 1.4112,                 1.0089,                 1.1273,                0.65301,                0.73939,                0.74907,                0.37151,                 1.8739,                0.97284,                 1.4485,             0.00099013,             0.00099013,             0.00099013
                     24,                 1.4437,                 1.0794,                 1.1206,                0.75592,                0.78081,                0.79409,                0.38325,                  1.663,                 1.0918,                 1.3124,             0.00097775,             0.00097775,             0.00097775
                     25,                 1.4028,                  1.003,                 1.0656,                 0.8019,                0.66869,                0.76239,                0.39958,                 1.7562,                 1.1724,                 1.4021,             0.00096537,             0.00096537,             0.00096537
                     26,                 1.3986,                0.97302,                 1.1043,                 0.6803,                0.60159,                0.69267,                0.33443,                 1.9283,                 1.1598,                 1.4134,               0.000953,               0.000953,               0.000953
                     27,                 1.3528,                0.92591,                 1.0686,                0.93959,                0.60124,                0.71111,                0.37048,                  1.787,                0.92825,                 1.4259,             0.00094062,             0.00094062,             0.00094062
                     28,                 1.4142,                 1.0129,                  1.097,                 0.8006,                0.59501,                0.63387,                0.32522,                 1.9125,                 1.0256,                 1.4714,             0.00092825,             0.00092825,             0.00092825
                     29,                 1.3825,                0.96207,                  1.053,                0.84006,                0.59557,                0.68525,                0.36024,                 1.5524,                0.96174,                  1.339,             0.00091588,             0.00091588,             0.00091588
                     30,                 1.3082,                0.96432,                 1.0423,                0.69017,                 0.7258,                0.71027,                0.36966,                 1.6271,                0.86441,                 1.3036,              0.0009035,              0.0009035,              0.0009035
                     31,                 1.3922,                0.94365,                 1.0502,                0.84081,                0.63856,                0.74467,                0.39027,                 1.6941,                0.86208,                 1.3018,             0.00089112,             0.00089112,             0.00089112
                     32,                 1.3364,                0.90922,                 1.0253,                0.91954,                0.58586,                0.72595,                0.36573,                 1.8109,                0.84151,                 1.2682,             0.00087875,             0.00087875,             0.00087875
                     33,                 1.3344,                0.85507,                 1.0602,                0.93424,                 0.5899,                0.74062,                0.37343,                 1.3767,                0.81615,                 1.1516,             0.00086637,             0.00086637,             0.00086637
                     34,                 1.3011,                0.91345,                 1.0332,                0.95956,                0.62727,                0.75102,                0.39431,                 1.6217,                0.88433,                 1.3031,               0.000854,               0.000854,               0.000854
                     35,                 1.3083,                0.89626,                 1.0377,                0.85307,                0.49014,                0.64435,                0.33599,                 1.6799,                 1.4564,                 1.3106,             0.00084162,             0.00084162,             0.00084162
                     36,                 1.3061,                0.87111,                 1.0609,                0.72122,                0.65657,                0.65623,                0.31783,                 1.9216,                 1.0204,                 1.2854,             0.00082925,             0.00082925,             0.00082925
                     37,                  1.264,                0.86585,                 1.0445,                0.74213,                0.59561,                0.64896,                0.32675,                 1.8814,                0.93822,                 1.2938,             0.00081688,             0.00081688,             0.00081688
                     38,                 1.2767,                0.89032,                  1.026,                0.77902,                0.62424,                0.67946,                0.33136,                 1.8168,                0.92748,                 1.2744,              0.0008045,              0.0008045,              0.0008045
                     39,                 1.1956,                0.82436,                 1.0297,                0.80356,                0.63131,                0.71136,                0.35537,                 1.7325,                0.91275,                 1.3233,             0.00079213,             0.00079213,             0.00079213
                     40,                 1.2824,                0.80024,                 1.0568,                0.82294,                0.59757,                0.69969,                0.36302,                 1.5194,                0.80221,                 1.1871,             0.00077975,             0.00077975,             0.00077975
                     41,                 1.2613,                0.85433,                 1.0114,                0.78736,                0.61515,                0.66563,                0.37462,                 1.5969,                0.84886,                  1.321,             0.00076738,             0.00076738,             0.00076738
                     42,                 1.3035,                0.81576,                 1.0617,                0.68548,                0.64797,                0.65133,                0.32944,                  1.577,                 0.9091,                 1.2404,               0.000755,               0.000755,               0.000755
                     43,                 1.2554,                0.83411,                 1.0348,                0.75415,                 0.6403,                0.66231,                 0.3246,                 1.6861,                0.96732,                 1.1553,             0.00074263,             0.00074263,             0.00074263
                     44,                 1.3013,                0.78097,                 1.0072,                0.74918,                0.66465,                 0.7048,                 0.3937,                 1.6709,                0.81343,                 1.2403,             0.00073025,             0.00073025,             0.00073025
                     45,                 1.2647,                0.76743,                0.99823,                 0.7006,                0.68045,                0.69998,                0.37371,                 1.8407,                0.87478,                 1.3535,             0.00071788,             0.00071788,             0.00071788
                     46,                 1.2635,                0.77891,                 1.0002,                0.89779,                0.66386,                0.73309,                0.40391,                 1.7867,                 0.7882,                 1.4072,              0.0007055,              0.0007055,              0.0007055
                     47,                 1.2328,                0.78639,                  0.997,                0.91173,                0.67904,                0.74133,                0.39861,                 1.6978,                0.74926,                 1.3245,             0.00069313,             0.00069313,             0.00069313
                     48,                 1.2055,                0.74173,                 1.0201,                0.96225,                0.62528,                0.71153,                0.37761,                  1.872,                0.78655,                 1.3738,             0.00068075,             0.00068075,             0.00068075
                     49,                 1.1537,                0.71745,                0.98695,                0.96219,                 0.5924,                0.72897,                0.38181,                 1.9787,                0.79145,                 1.3887,             0.00066838,             0.00066838,             0.00066838
                     50,                 1.1941,                0.70296,                 1.0152,                0.84919,                 0.7288,                0.77796,                0.38995,                 1.7289,                0.72845,                 1.2035,               0.000656,               0.000656,               0.000656
                     51,                 1.1533,                 0.7137,                 1.0276,                0.87066,                0.71863,                 0.7484,                0.37226,                 1.7038,                0.72465,                 1.2015,             0.00064362,             0.00064362,             0.00064362
                     52,                  1.169,                0.69954,                 1.0188,                0.93011,                0.64141,                0.72999,                0.34025,                 1.6218,                0.71052,                 1.2297,             0.00063125,             0.00063125,             0.00063125
                     53,                 1.2084,                 0.7109,                0.99848,                0.82775,                0.63042,                0.71283,                0.36182,                 1.3962,                0.66571,                 1.1723,             0.00061887,             0.00061887,             0.00061887
                     54,                 1.1534,                0.76348,                 0.9949,                0.83983,                0.64515,                0.73175,                0.40432,                 1.3837,                0.64701,                 1.1589,              0.0006065,              0.0006065,              0.0006065
                     55,                 1.1717,                 0.7114,                0.98713,                0.76098,                0.63929,                0.70283,                0.37309,                 1.6767,                0.77854,                 1.2452,             0.00059413,             0.00059413,             0.00059413
                     56,                  1.131,                0.68632,                0.97868,                0.84562,                0.61483,                0.71611,                0.39451,                 1.5735,                0.82022,                 1.2115,             0.00058175,             0.00058175,             0.00058175
                     57,                 1.1574,                0.73951,                0.98705,                0.63668,                0.72602,                0.68566,                0.35953,                 1.7801,                0.94512,                 1.2459,             0.00056938,             0.00056938,             0.00056938
                     58,                 1.1459,                0.73817,                 0.9811,                0.82411,                0.57689,                0.69923,                0.37046,                 1.6575,                0.85021,                 1.1742,               0.000557,               0.000557,               0.000557
                     59,                 1.1171,                0.69514,                0.97693,                0.74913,                0.62799,                0.70387,                0.36776,                 1.7309,                 0.8103,                 1.2826,             0.00054463,             0.00054463,             0.00054463
                     60,                 1.0914,                0.68218,                0.97117,                0.73105,                0.65354,                0.72914,                 0.3964,                 1.6731,                0.91075,                 1.3216,             0.00053225,             0.00053225,             0.00053225
                     61,                 1.1105,                0.66029,                0.97246,                0.82045,                0.61585,                0.72636,                0.41466,                 1.6246,                0.85523,                 1.2903,             0.00051988,             0.00051988,             0.00051988
                     62,                 1.1181,                0.69418,                0.98318,                0.90538,                0.65611,                0.78914,                0.40904,                 1.6491,                0.80679,                  1.308,              0.0005075,              0.0005075,              0.0005075
                     63,                 1.1179,                0.68221,                0.96942,                0.92151,                0.67681,                0.79557,                0.38613,                 1.8133,                0.80525,                 1.3753,             0.00049513,             0.00049513,             0.00049513
                     64,                 1.0698,                0.65304,                0.97627,                0.88077,                0.81827,                0.83326,                 0.4175,                 1.2979,                0.75282,                 1.1416,             0.00048275,             0.00048275,             0.00048275
                     65,                 1.0566,                0.65996,                0.95383,                0.94808,                0.72347,                 0.8002,                 0.3813,                 1.4362,                0.75328,                 1.1333,             0.00047038,             0.00047038,             0.00047038
                     66,                 1.0055,                 0.6049,                0.96801,                0.90509,                0.71349,                0.76359,                0.40217,                 1.4956,                0.71142,                 1.1632,               0.000458,               0.000458,               0.000458
                     67,                 1.0418,                0.60645,                0.96068,                0.95233,                0.70196,                 0.7733,                0.40646,                 1.5382,                0.70724,                 1.1695,             0.00044563,             0.00044563,             0.00044563
                     68,                 1.0603,                0.61072,                0.98264,                0.93881,                0.70737,                0.77451,                 0.3952,                 1.6555,                0.68026,                 1.1755,             0.00043325,             0.00043325,             0.00043325
                     69,                 1.0501,                0.58984,                0.97915,                0.90904,                 0.7798,                0.81535,                0.43325,                 1.5342,                 0.6591,                 1.1363,             0.00042087,             0.00042087,             0.00042087
                     70,                 1.0473,                0.60909,                0.94807,                0.92872,                0.68665,                0.77766,                0.38401,                 1.7759,                 0.7219,                 1.2652,              0.0004085,              0.0004085,              0.0004085
                     71,                 1.0813,                0.64184,                0.98627,                0.89802,                0.64141,                0.75038,                0.39286,                 1.5465,                0.68901,                 1.1666,             0.00039613,             0.00039613,             0.00039613
                     72,                 1.0896,                0.59747,                 0.9471,                0.81225,                0.65851,                0.73602,                0.37215,                 1.6403,                0.74864,                 1.1924,             0.00038375,             0.00038375,             0.00038375
                     73,                 1.0356,                0.60435,                0.94313,                0.88927,                0.65253,                0.70586,                0.35801,                  1.803,                0.79268,                 1.2376,             0.00037138,             0.00037138,             0.00037138
                     74,                0.97885,                0.58032,                0.95412,                0.90431,                0.68337,                0.75672,                0.39043,                 1.4897,                0.69089,                 1.1691,               0.000359,               0.000359,               0.000359
                     75,                 1.0511,                0.61013,                0.95113,                 0.8788,                0.68927,                0.74695,                 0.4013,                 1.5275,                 0.6897,                  1.192,             0.00034663,             0.00034663,             0.00034663
                     76,                0.94848,                0.57184,                0.94836,                0.90965,                0.66048,                 0.7348,                0.38885,                 1.6874,                 0.7338,                 1.3184,             0.00033425,             0.00033425,             0.00033425
                     77,                0.98555,                0.57106,                0.93489,                0.86428,                0.64519,                0.73543,                0.37819,                  1.622,                0.74806,                 1.3138,             0.00032188,             0.00032188,             0.00032188
                     78,                0.91343,                0.53979,                0.91256,                0.91097,                0.63808,                0.72254,                0.37648,                  1.636,                0.73424,                 1.2953,              0.0003095,              0.0003095,              0.0003095
                     79,                0.93164,                0.53435,                0.93553,                0.93504,                0.64057,                0.72551,                0.36612,                 1.6485,                0.71627,                  1.319,             0.00029713,             0.00029713,             0.00029713
                     80,                0.94979,                0.56325,                0.94031,                0.77215,                0.66683,                0.69562,                0.38058,                 1.5281,                0.66758,                 1.3105,             0.00028475,             0.00028475,             0.00028475
                     81,                0.91427,                0.54347,                0.94086,                 0.7406,                 0.6737,                0.68702,                0.38766,                 1.5667,                0.69383,                 1.2903,             0.00027237,             0.00027237,             0.00027237
                     82,                0.90767,                0.54792,                0.91632,                0.71558,                0.69348,                0.69087,                0.39848,                 1.5012,                0.66777,                 1.2166,                0.00026,                0.00026,                0.00026
                     83,                0.89615,                 0.5555,                0.94121,                0.72314,                0.68462,                0.69993,                0.41092,                 1.4407,                  0.677,                  1.204,             0.00024762,             0.00024762,             0.00024762
                     84,                0.87693,                0.54521,                0.92816,                0.74224,                0.68283,                0.69743,                0.40734,                 1.4456,                0.73864,                 1.2605,             0.00023525,             0.00023525,             0.00023525
                     85,                0.92533,                0.53857,                0.93631,                0.76003,                0.66677,                 0.6963,                0.39345,                 1.4239,                0.74572,                 1.2403,             0.00022288,             0.00022288,             0.00022288
                     86,                0.85805,                0.49962,                0.92717,                0.80985,                0.65357,                0.70827,                0.39729,                 1.3554,                0.68389,                 1.1966,              0.0002105,              0.0002105,              0.0002105
                     87,                0.89836,                 0.5156,                0.92159,                0.81601,                0.65416,                 0.7118,                0.39713,                 1.3818,                0.67135,                 1.1779,             0.00019813,             0.00019813,             0.00019813
                     88,                0.90918,                0.52707,                0.92339,                 0.9264,                0.64768,                0.73218,                0.40117,                 1.5122,                0.70211,                 1.1876,             0.00018575,             0.00018575,             0.00018575
                     89,                0.93245,                0.54492,                0.93744,                0.92471,                0.64999,                0.71376,                0.40251,                 1.4697,                0.70153,                 1.1907,             0.00017338,             0.00017338,             0.00017338
                     90,                0.88279,                0.51782,                0.90771,                0.90588,                0.65245,                0.72112,                0.40601,                 1.4952,                0.70089,                 1.2244,               0.000161,               0.000161,               0.000161
                     91,                0.86835,                0.55936,                0.92092,                0.89955,                 0.6519,                0.73422,                0.41222,                 1.5448,                0.69781,                 1.2773,             0.00014862,             0.00014862,             0.00014862
                     92,                0.89598,                0.52421,                0.91785,                0.89611,                   0.65,                0.73794,                 0.4034,                 1.6604,                0.69333,                 1.3503,             0.00013625,             0.00013625,             0.00013625
                     93,                0.86797,                0.51764,                0.91003,                0.91214,                0.62727,                0.74773,                0.40844,                 1.6623,                0.66746,                 1.3195,             0.00012387,             0.00012387,             0.00012387
                     94,                0.85275,                0.48955,                0.91775,                0.92135,                 0.6302,                0.74784,                0.40706,                 1.6648,                0.67138,                 1.2513,              0.0001115,              0.0001115,              0.0001115
                     95,                0.89055,                 0.5242,                0.92156,                0.93313,                0.63059,                0.74055,                0.40986,                 1.6658,                0.67895,                 1.2399,             9.9125e-05,             9.9125e-05,             9.9125e-05
                     96,                0.83789,                0.55024,                0.91914,                0.82712,                0.66078,                 0.7329,                0.41191,                 1.6221,                0.66927,                 1.2567,              8.675e-05,              8.675e-05,              8.675e-05
                     97,                0.79751,                0.49433,                0.91274,                0.91919,                0.62099,                0.73072,                0.40299,                 1.5315,                0.63983,                 1.2424,             7.4375e-05,             7.4375e-05,             7.4375e-05
                     98,                 0.8835,                0.51835,                0.90621,                0.90873,                0.63671,                0.72874,                0.40881,                 1.4912,                0.63055,                 1.2172,                6.2e-05,                6.2e-05,                6.2e-05
                     99,                0.84638,                0.51116,                0.91322,                0.90304,                0.63976,                 0.7277,                0.40875,                 1.4936,                  0.635,                 1.2103,             4.9625e-05,             4.9625e-05,             4.9625e-05
                    100,                0.77864,                0.48066,                 0.9031,                0.88281,                0.64663,                0.72792,                0.40955,                 1.5185,                0.64555,                 1.2092,              3.725e-05,              3.725e-05,              3.725e-05
